Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2020-02-06,ADANIGREEN,EQ,193.25,193.0,202.9,190.5,202.9,202.9,199.76,2711020,54154346665000.0,19713,1006549,0.3713
2020-02-07,ADANIGREEN,EQ,202.9,208.95,213.0,206.25,213.0,213.0,212.15,2674856,56746697254999.99,13050,903427,0.33770000000000006
2020-02-10,ADANIGREEN,EQ,213.0,219.9,221.65,207.0,212.5,213.35,214.46,2063806,44261334710000.0,26793,890875,0.43170000000000003
2020-02-11,ADANIGREEN,EQ,213.35,215.9,217.0,208.15,211.0,211.25,212.86,1102243,23462452160000.0,15173,419112,0.38020000000000004
2020-02-12,ADANIGREEN,EQ,211.25,212.1,213.45,204.85,208.0,207.65,208.21,879583,18313472435000.0,12339,386541,0.43950000000000006
2020-02-13,ADANIGREEN,EQ,207.65,208.0,208.95,198.0,200.0,199.95,201.73,929657,18753958460000.0,14455,407478,0.43829999999999997
2020-02-14,ADANIGREEN,EQ,199.95,201.0,209.9,201.0,206.85,206.8,206.7,1474525,30478256025000.0,18610,492985,0.3343
2020-02-17,ADANIGREEN,EQ,206.8,208.4,208.4,198.0,198.1,198.35,200.53,773097,15503073819999.998,10575,404150,0.5228
2020-02-18,ADANIGREEN,EQ,198.35,200.8,200.8,188.45,189.15,189.25,191.06,839722,16043538955000.002,15907,420992,0.5013000000000001
2020-02-19,ADANIGREEN,EQ,189.25,191.9,198.7,191.75,197.4,197.85,197.68,2501070,49440361360000.0,24827,597617,0.2389
2020-02-20,ADANIGREEN,EQ,197.85,197.85,198.15,193.0,195.1,194.85,194.74,911195,17744735215000.0,15542,389541,0.4275
2020-02-24,ADANIGREEN,EQ,194.85,191.45,191.45,185.2,185.35,185.9,188.06,959369,18041958180000.0,29523,623362,0.6498
2020-02-25,ADANIGREEN,EQ,185.9,184.75,188.8,178.15,179.85,180.55,182.12,861686,15693074210000.0,26004,418483,0.4857
2020-02-26,ADANIGREEN,EQ,180.55,175.55,177.85,171.55,171.55,171.55,173.74,996786,17318270890000.0,23285,485573,0.48710000000000003
2020-02-27,ADANIGREEN,EQ,171.55,165.3,167.95,163.0,163.0,163.0,163.75,727993,11921063325000.0,6066,422823,0.5808
2020-02-28,ADANIGREEN,EQ,163.0,154.85,160.0,154.85,154.85,154.95,155.85,1655841,25806391575000.0,14645,1021228,0.6167
2020-03-02,ADANIGREEN,EQ,154.95,156.6,162.65,150.0,159.0,156.05,160.53,1127956,18107327640000.0,12138,472592,0.419
2020-03-03,ADANIGREEN,EQ,156.05,162.9,163.0,157.0,159.2,159.5,159.07,534459,8501569220000.0,7648,265523,0.4968
2020-03-04,ADANIGREEN,EQ,159.5,159.25,159.5,151.55,151.55,152.0,153.41,480121,7365712200000.0,5785,294959,0.6143
2020-03-05,ADANIGREEN,EQ,152.0,151.55,158.75,145.45,152.0,152.5,151.26,1252377,18942984030000.0,21779,547353,0.43710000000000004
2020-03-06,ADANIGREEN,EQ,152.5,144.9,147.2,144.9,144.9,144.9,145.17,425088,6170809980000.0,4263,239593,0.5636
2020-03-09,ADANIGREEN,EQ,144.9,137.7,137.8,137.7,137.7,137.7,137.7,112896,1554596510000.0,1379,88945,0.7878000000000001
2020-03-11,ADANIGREEN,EQ,137.7,131.1,136.4,130.85,130.85,130.85,132.18,1132428,14968298885000.0,9572,489238,0.43200000000000005
